job_name,result,pp_loc,opsem_loc,bmc_circuit_size,bmc_dag_size,opsem.isderef.not.solve,opsem.isderef.solve,pp.isderef.not.solve,pp.isderef.solve,opsem_crab_time,opsem_crab_range_time,pp_crab_range_time,pp_crab_time,bmc_time,bmc_solve_time,cda_time,gssa_time,opsem_assert_time,opsem_simp_time,seahorn_total_time
hash_byte_cursor_ptr_ignore_case,n/a,n/a,n/a,29,160,n/a,n/a,1,n/a,0.01,n/a,0.01,0.02,0.01,n/a,n/a,n/a,n/a,0.01,0.02
hash_c_string,n/a,n/a,n/a,169,801,27,3,55,41,0.02,0.01,0.02,0.11,0.05,n/a,n/a,n/a,n/a,0.01,0.07
hash_callback_string_eq,n/a,n/a,n/a,304,2459,24,37,6,17,0.14,0.03,0.01,0.07,0.23,n/a,n/a,n/a,n/a,0.04,0.24
hash_callback_c_str_eq,n/a,n/a,n/a,332,2772,27,27,11,5,0.06,0.03,0.01,0.05,0.24,n/a,n/a,n/a,n/a,0.08,0.27
hash_callback_string_destroy,n/a,n/a,n/a,18,168,1,7,1,7,0.01,0.01,0.01,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.04
hash_iter_delete,n/a,n/a,n/a,163,1303,11,53,3,46,0.10,0.04,0.05,0.38,0.21,n/a,n/a,n/a,n/a,0.06,0.24
hash_table_eq,n/a,n/a,n/a,5588,22705,587,475,11,51,5.05,1.91,0.08,3.55,7.86,n/a,n/a,n/a,n/a,0.31,8.27
hash_table_move,n/a,n/a,n/a,49,485,n/a,20,n/a,20,0.01,0.01,0.02,0.06,0.05,n/a,n/a,n/a,n/a,0.03,0.05
hash_table_swap,n/a,n/a,n/a,92,844,n/a,40,n/a,40,0.02,0.01,0.03,0.13,0.09,n/a,n/a,n/a,n/a,0.04,0.11
hash_table_clean_up,n/a,n/a,n/a,255,1265,n/a,143,n/a,39,0.34,0.08,0.04,0.38,0.49,n/a,n/a,n/a,n/a,0.04,0.54
hash_table_clear,n/a,n/a,n/a,254,1258,n/a,140,n/a,36,0.17,0.05,0.05,0.40,0.27,n/a,n/a,n/a,n/a,0.03,0.30
hash_table_create,n/a,n/a,n/a,792,3757,74,92,17,42,0.54,0.13,0.07,0.55,0.79,n/a,n/a,n/a,n/a,0.07,0.86
hash_table_foreach,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,24,n/a,n/a,0.03,0.93,n/a,n/a,n/a,n/a,n/a,n/a,0.00
hash_table_init_bounded,n/a,n/a,n/a,25,157,n/a,1,1,n/a,0.02,0.02,0.01,0.04,0.06,n/a,n/a,n/a,n/a,0.01,0.07
hash_table_init_unbounded,n/a,n/a,n/a,22,139,n/a,n/a,n/a,n/a,0.00,0.00,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.03
hash_table_put,n/a,n/a,n/a,820,4251,77,98,25,44,0.60,0.14,0.09,0.78,0.89,n/a,n/a,n/a,n/a,0.08,0.96
hash_table_remove,n/a,n/a,n/a,485,2641,49,77,13,48,0.36,0.08,0.08,0.99,0.59,n/a,n/a,n/a,n/a,0.11,0.64
linked_list_back,n/a,n/a,n/a,48,379,2,5,2,5,0.01,0.01,0.01,0.04,0.02,n/a,n/a,n/a,n/a,0.01,0.03
linked_list_begin,n/a,n/a,n/a,47,370,2,5,2,5,0.02,0.01,0.01,0.05,0.05,n/a,n/a,n/a,n/a,0.03,0.06
linked_list_end,n/a,n/a,n/a,48,368,2,5,2,5,0.01,0.01,0.01,0.05,0.04,n/a,n/a,n/a,n/a,0.01,0.06
linked_list_front,n/a,n/a,n/a,48,373,2,5,2,5,0.01,0.01,0.01,0.09,0.03,n/a,n/a,n/a,n/a,0.01,0.04
linked_list_init,n/a,n/a,n/a,6,30,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.01,0.02,n/a,n/a,n/a,n/a,n/a,0.03
linked_list_remove,n/a,n/a,n/a,6,30,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.04
linked_list_pop_back,n/a,n/a,n/a,72,545,4,18,4,18,0.02,0.01,0.02,0.15,0.06,n/a,n/a,n/a,n/a,0.02,0.08
linked_list_pop_front,n/a,n/a,n/a,72,537,4,18,4,18,0.02,0.01,0.01,0.08,0.05,n/a,n/a,n/a,n/a,0.02,0.07
linked_list_prev,n/a,n/a,n/a,6,30,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.01,0.02,n/a,n/a,n/a,n/a,n/a,0.03
linked_list_next,n/a,n/a,n/a,6,30,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.01,0.02,n/a,n/a,n/a,n/a,n/a,0.02
linked_list_node_reset,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.01,n/a,n/a,n/a,n/a,n/a,n/a,0.00
linked_list_push_back,n/a,n/a,n/a,59,413,2,6,2,8,0.01,0.01,0.01,0.08,0.05,n/a,n/a,n/a,n/a,0.02,0.07
linked_list_push_front,n/a,n/a,n/a,63,487,3,8,3,8,0.01,0.01,0.01,0.08,0.05,n/a,n/a,n/a,n/a,0.02,0.07
linked_list_swap_contents,n/a,n/a,n/a,150,770,1,41,6,38,0.08,0.06,0.09,0.36,0.40,n/a,n/a,n/a,n/a,0.23,0.44
linked_list_insert_after,n/a,n/a,n/a,6,30,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.01,0.02,n/a,n/a,n/a,n/a,0.01,0.04
linked_list_insert_before,n/a,n/a,n/a,6,30,n/a,n/a,n/a,n/a,0.00,n/a,n/a,0.01,0.01,n/a,n/a,n/a,n/a,0.01,0.02
linked_list_rbegin,n/a,n/a,n/a,46,310,2,5,2,5,0.01,0.01,0.01,0.05,0.06,n/a,n/a,n/a,n/a,0.02,0.08
linked_list_rend,n/a,n/a,n/a,48,368,2,5,2,5,0.01,0.01,0.01,0.05,0.03,n/a,n/a,n/a,n/a,0.02,0.04
string_bytes,n/a,n/a,n/a,11,59,n/a,3,n/a,3,0.01,0.01,0.01,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.02
string_compare,n/a,n/a,n/a,136,1085,2,35,4,13,0.07,0.02,0.01,0.09,0.12,n/a,n/a,n/a,n/a,0.02,0.14
string_eq,n/a,n/a,n/a,134,1057,2,35,4,13,0.03,0.01,0.01,0.07,0.06,n/a,n/a,n/a,n/a,0.01,0.07
string_eq_byte_buf,n/a,n/a,n/a,133,915,n/a,33,n/a,13,0.02,0.01,0.01,0.05,0.05,n/a,n/a,n/a,n/a,0.01,0.07
string_eq_byte_buf_ignore_case,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,n/a,0.01,0.04,n/a,n/a,n/a,n/a,n/a,n/a,0.00
string_eq_byte_cursor,n/a,n/a,n/a,121,856,n/a,22,n/a,14,0.03,0.01,0.01,0.04,0.06,n/a,n/a,n/a,n/a,0.01,0.07
string_eq_byte_cursor_ignore_case,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,6,n/a,n/a,0.01,0.04,n/a,n/a,n/a,n/a,n/a,n/a,0.00
string_eq_c_str,n/a,n/a,n/a,279,2177,11,28,3,7,0.06,0.02,0.01,0.05,0.14,n/a,n/a,n/a,n/a,0.03,0.17
string_eq_c_str_ignore_case,n/a,n/a,n/a,274,3748,11,27,3,6,0.07,0.02,0.01,0.05,0.17,n/a,n/a,n/a,n/a,0.05,0.19
string_eq_ignore_case,n/a,n/a,n/a,149,2965,25,6,4,6,0.02,0.02,0.01,0.03,0.10,n/a,n/a,n/a,n/a,0.04,0.12
string_new_from_array,n/a,n/a,n/a,44,197,n/a,4,4,n/a,0.01,0.01,0.01,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.03
string_new_from_c_str,n/a,n/a,n/a,111,530,9,7,13,3,0.02,0.01,0.01,0.04,0.04,n/a,n/a,n/a,n/a,0.01,0.06
string_new_from_string,n/a,n/a,n/a,46,311,2,8,3,7,0.01,0.01,0.01,0.02,0.05,n/a,n/a,n/a,n/a,0.02,0.07
string_destroy,n/a,n/a,n/a,15,105,n/a,5,n/a,5,0.01,0.01,0.01,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.04
string_destroy_secure,n/a,n/a,n/a,17,213,n/a,7,n/a,7,0.01,0.01,0.01,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.03
priority_queue_size,n/a,n/a,n/a,100,429,n/a,2,n/a,3,0.01,0.01,0.01,0.04,0.04,n/a,n/a,n/a,n/a,0.01,0.05
priority_queue_capacity,n/a,n/a,n/a,96,412,n/a,2,n/a,3,0.01,0.01,0.01,0.03,0.03,n/a,n/a,n/a,n/a,0.01,0.05
priority_queue_top,n/a,n/a,n/a,100,432,n/a,2,n/a,3,0.01,0.01,0.01,0.03,0.05,n/a,n/a,n/a,n/a,0.01,0.06
priority_queue_init_static,n/a,n/a,n/a,29,111,n/a,n/a,n/a,n/a,0.00,n/a,n/a,0.02,0.01,n/a,n/a,n/a,n/a,0.00,0.02
priority_queue_init_dynamic,n/a,n/a,n/a,33,134,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.03,n/a,n/a,n/a,n/a,0.00,0.05
priority_queue_clean_up,n/a,n/a,n/a,76,323,n/a,n/a,n/a,2,0.01,0.01,0.01,0.03,0.04,n/a,n/a,n/a,n/a,0.01,0.06
ring_buffer_clean_up,n/a,n/a,n/a,24,133,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.04,0.02,n/a,n/a,n/a,n/a,0.01,0.03
ring_buffer_init,n/a,n/a,n/a,15,66,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.03
array_eq2,n/a,n/a,n/a,170,1035,n/a,46,n/a,8,0.02,0.01,0.01,0.02,0.06,n/a,n/a,n/a,n/a,0.01,0.07
array_eq_c_str2,n/a,n/a,n/a,248,1880,10,24,2,3,0.04,0.01,0.01,0.06,0.10,n/a,n/a,n/a,n/a,0.03,0.12
array_eq_c_str_ignore_case2,n/a,n/a,n/a,240,3402,10,14,2,3,0.04,0.01,0.01,0.03,0.14,n/a,n/a,n/a,n/a,0.05,0.17
array_eq_ignore_case2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,0.01,0.02,n/a,n/a,n/a,n/a,n/a,n/a,0.00
array_list_back2,n/a,n/a,n/a,55,217,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.04
array_list_capacity2,n/a,n/a,n/a,35,146,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.04
array_list_ensure_capacity2,n/a,n/a,n/a,62,271,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.04
array_list_front2,n/a,n/a,n/a,55,214,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.04
array_list_get_at2,n/a,n/a,n/a,56,223,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.06,0.02,n/a,n/a,n/a,n/a,0.01,0.04
array_list_get_at_ptr2,n/a,n/a,n/a,48,194,n/a,n/a,n/a,n/a,0.00,0.00,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.04
array_list_init_static2,n/a,n/a,n/a,55,221,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.03
array_list_length2,n/a,n/a,n/a,40,164,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.02
array_list_pop_back2,n/a,n/a,n/a,42,169,n/a,n/a,n/a,n/a,0.00,0.00,n/a,0.02,0.01,n/a,n/a,n/a,n/a,0.01,0.03
array_list_pop_front2,n/a,n/a,n/a,49,194,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.04
array_list_push_back2,n/a,n/a,n/a,86,368,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.09,0.03,n/a,n/a,n/a,n/a,0.01,0.05
array_list_set_at2,n/a,n/a,n/a,81,349,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.06,0.04,n/a,n/a,n/a,n/a,0.01,0.05
array_list_shrink_to_fit2,n/a,n/a,n/a,64,266,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.03,n/a,n/a,n/a,n/a,0.01,0.05
array_list_sort2,n/a,n/a,n/a,41,165,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.03,n/a,n/a,n/a,n/a,0.01,0.03
byte_buf_eq2,n/a,n/a,n/a,185,1103,n/a,46,n/a,8,0.02,0.01,0.01,0.05,0.06,n/a,n/a,n/a,n/a,0.01,0.08
byte_buf_advance2,n/a,n/a,n/a,47,216,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.04
byte_buf_append2,n/a,n/a,n/a,28,125,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.03,n/a,n/a,n/a,n/a,0.01,0.03
byte_buf_append_dynamic2,n/a,n/a,n/a,63,281,n/a,n/a,n/a,n/a,0.02,0.01,n/a,0.04,0.05,n/a,n/a,n/a,n/a,0.01,0.07
byte_buf_append_with_lookup2,n/a,n/a,n/a,119,526,10,12,1,2,0.03,0.01,0.01,0.04,0.08,n/a,n/a,n/a,n/a,0.01,0.10
byte_buf_cat2,n/a,n/a,n/a,96,429,n/a,n/a,n/a,n/a,0.02,0.01,n/a,0.09,0.04,n/a,n/a,n/a,n/a,0.01,0.05
byte_buf_eq_c_str2,n/a,n/a,n/a,255,1912,10,24,2,3,0.03,0.02,0.01,0.04,0.10,n/a,n/a,n/a,n/a,0.03,0.12
byte_buf_eq_c_str_ignore_case2,n/a,n/a,n/a,255,3463,10,24,2,3,0.05,0.02,0.01,0.05,0.16,n/a,n/a,n/a,n/a,0.05,0.17
byte_buf_eq_ignore_case2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,0.01,0.04,n/a,n/a,n/a,n/a,n/a,n/a,0.00
byte_buf_init_copy2,n/a,n/a,n/a,56,362,n/a,1,n/a,1,0.01,0.01,0.01,0.04,0.03,n/a,n/a,n/a,n/a,0.01,0.05
array_list_clear2,n/a,n/a,n/a,35,145,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.03
array_list_erase2,n/a,n/a,n/a,86,322,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.06,0.04,n/a,n/a,n/a,n/a,0.01,0.06
array_list_pop_front_n2,n/a,n/a,n/a,50,202,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.03,0.03,n/a,n/a,n/a,n/a,0.01,0.05
byte_buf_write2,n/a,n/a,n/a,37,174,n/a,1,n/a,1,0.01,0.01,0.01,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.04
byte_buf_write_be162,n/a,n/a,n/a,26,122,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.04,n/a,n/a,n/a,n/a,0.01,0.05
byte_buf_write_be322,n/a,n/a,n/a,26,122,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.03,n/a,n/a,n/a,n/a,0.01,0.03
byte_buf_write_be642,n/a,n/a,n/a,35,165,n/a,1,n/a,1,0.01,0.01,0.01,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.03
byte_buf_write_from_whole_buffer2,n/a,n/a,n/a,43,193,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.03,n/a,n/a,n/a,n/a,0.01,0.05
byte_buf_write_from_whole_cursor2,n/a,n/a,n/a,28,129,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.03
byte_buf_write_from_whole_string2,n/a,n/a,n/a,43,268,n/a,6,n/a,6,0.01,0.01,0.01,0.03,0.03,n/a,n/a,n/a,n/a,0.01,0.05
byte_buf_write_u82,n/a,n/a,n/a,26,122,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.03
byte_cursor_advance2,n/a,n/a,n/a,13,56,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.03
byte_cursor_read2,n/a,n/a,n/a,20,82,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.03
byte_cursor_read_u8_2,n/a,n/a,n/a,19,80,n/a,n/a,n/a,n/a,0.01,0.01,n/a,0.02,0.01,n/a,n/a,n/a,n/a,0.01,0.03
byte_cursor_eq2,n/a,n/a,n/a,104,648,n/a,14,n/a,8,0.01,0.01,0.01,0.03,0.04,n/a,n/a,n/a,n/a,0.01,0.05
byte_cursor_from_buf2,n/a,n/a,n/a,23,108,n/a,n/a,n/a,n/a,0.00,0.01,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.04
byte_cursor_read_be32_2,n/a,n/a,n/a,19,109,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.02
byte_cursor_eq_byte_buf_ignore_case2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,0.01,0.06,n/a,n/a,n/a,n/a,n/a,n/a,0.00
byte_cursor_eq_c_str2,n/a,n/a,n/a,240,1851,10,14,2,3,0.03,0.01,0.01,0.04,0.09,n/a,n/a,n/a,n/a,0.03,0.11
byte_cursor_read_be64_2,n/a,n/a,n/a,19,111,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.04
byte_cursor_compare_lookup2,n/a,n/a,n/a,114,893,3,41,2,2,0.05,0.05,0.01,0.05,0.21,n/a,n/a,n/a,n/a,0.07,0.22
byte_cursor_trim_pred2,n/a,n/a,n/a,171,781,10,2,2,n/a,0.03,0.01,0.01,0.03,0.08,n/a,n/a,n/a,n/a,0.02,0.09
byte_cursor_left_trim_pred2,n/a,n/a,n/a,39,210,n/a,n/a,1,n/a,0.01,n/a,0.01,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.04
byte_cursor_advance_nospec2,n/a,n/a,n/a,11,50,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.02,0.02,n/a,n/a,n/a,n/a,0.01,0.04
byte_cursor_read_be16_2,n/a,n/a,n/a,19,105,n/a,n/a,n/a,n/a,0.01,n/a,n/a,0.01,0.02,n/a,n/a,n/a,n/a,0.01,0.03
byte_cursor_eq_c_str_ignore_case2,n/a,n/a,n/a,240,3402,10,14,2,3,0.05,0.01,0.01,0.04,0.14,n/a,n/a,n/a,n/a,0.04,0.15
byte_cursor_eq_byte_buf2,n/a,n/a,n/a,176,1076,n/a,25,n/a,8,0.03,0.01,0.01,0.05,0.07,n/a,n/a,n/a,n/a,0.02,0.09
byte_cursor_eq_ignore_case2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,0.01,0.02,n/a,n/a,n/a,n/a,n/a,n/a,0.00
byte_cursor_right_trim_pred2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1,n/a,n/a,0.01,0.02,n/a,n/a,n/a,n/a,n/a,n/a,0.00
byte_cursor_read_and_fill_buffer2,n/a,n/a,n/a,39,176,n/a,n/a,n/a,n/a,0.00,0.01,n/a,0.03,0.02,n/a,n/a,n/a,n/a,0.01,0.04
byte_cursor_satisfies_pred2,n/a,n/a,n/a,39,210,n/a,n/a,1,n/a,0.01,n/a,0.01,0.02,0.03,n/a,n/a,n/a,n/a,0.01,0.04
byte_cursor_split_on_char_n2,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2,n/a,n/a,n/a,0.01,0.96,n/a,n/a,n/a,n/a,n/a,n/a,n/a
byte_cursor_compare_lexical2,n/a,n/a,n/a,200,1187,n/a,25,n/a,8,0.02,0.01,0.01,0.03,0.06,n/a,n/a,n/a,n/a,0.01,0.08
hash_iter_done2,n/a,n/a,n/a,58,559,n/a,32,1,31,0.02,0.01,0.03,0.09,0.06,n/a,n/a,n/a,n/a,0.03,0.08
hash_table_get_entry_count2,n/a,n/a,n/a,28,402,n/a,20,n/a,20,0.01,0.01,0.01,0.03,0.06,n/a,n/a,n/a,n/a,0.03,0.07
hash_iter_begin2,n/a,n/a,n/a,393,2029,n/a,52,1,19,0.35,0.04,0.01,0.11,0.45,n/a,n/a,n/a,n/a,0.04,0.48
hash_table_find2,n/a,n/a,n/a,696,3193,70,84,8,37,1.69,0.26,0.06,0.71,2.07,n/a,n/a,n/a,n/a,0.05,2.15
hash_iter_next2,n/a,n/a,n/a,165,1173,9,32,2,31,0.12,0.02,0.02,0.16,0.18,n/a,n/a,n/a,n/a,0.03,0.20
hash_iter_begin_done2,n/a,n/a,n/a,550,2724,n/a,119,1,23,0.28,0.06,0.02,0.25,0.39,n/a,n/a,n/a,n/a,0.03,0.44
ring_buffer_acquire2,n/a,n/a,n/a,81,373,n/a,n/a,n/a,n/a,0.03,0.01,n/a,0.07,0.05,n/a,n/a,n/a,n/a,0.01,0.06
